CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
102313,102313:MASTER,Cursed Abattoir,Master,Master,,Death and the Soul,,,,,,,none,"Unique location.
After a zombie (ally or retainer) you control is burned, you can add 1 counter to this location. During a bleed action, you can burn 1 counter from this location to give a zombie ally you control +1 bleed.",no,yes
100484,100484:RETAINER,D'habi Revenant,Retainer,Retainer,Baali,,,,,,Y,,none,"Ghoul with 2 life.
This Baali gets +1 bleed.",no,yes
100485,100485:MASTER,Dabbler,Master,Master,,,,,,,,,none,"Archetype. Trifle.
Put this card on a vampire you control. Once each turn, after an action (successful or not) is resolved during which this vampire used 3 or more Disciplines to play cards, this vampire can either burn 1 blood to unlock or gain 1 blood. A vampire can have only one archetype.",no,yes
100486,100486:ACTION:nec,Daemonic Possession,Action,Action,,,Necromancy,,2,,,nec,inferior,"Choose a minion that was controlled by another Methuselah who has been burned since your last turn. Move the chosen minion from their owner's ash heap to your ready region with 1 blood or life, and lock them.",no,yes
100486,100486:ACTION:NEC,Daemonic Possession,Action,Action,,,Necromancy,,2,,,NEC,superior,Choose a minion that was controlled by another Methuselah who has been burned since your last turn. Move the chosen minion from their owner's ash heap to your ready region with 1 blood or life,yes,yes
100487,100487:EQUIPMENT,Dagger,Equipment,Equipment,,,,1,,,,,none,"Melee weapon.
You can put a second Dagger from your hand or ash heap on this minion after they equip this Dagger from your hand. Damage inflicted on a Kiasyd by this weapon is aggravated. Strike: strength+1 damage. Alternatively, ranged strike: strength damage and, after strike resolution, put this weapon out of play until the end of the action. Burn this weapon if any damage from it is prevented.",no,yes
100488,100488:COMBAT:qui,Dagon's Call,Combat,Combat,,,Quietus,,1,,,qui,inferior,"A vampire can play only one Dagon's Call each combat.
Strike: hand strike, and the opposing minion takes 1 unpreventable environmental damage during the press step each round this combat (only effective if this strike was made at close range).",no,yes
100488,100488:COMBAT:QUI,Dagon's Call,Combat,Combat,,,Quietus,,1,,,QUI,superior,"A vampire can play only one Dagon's Call each combat.
Strike: hand strike, and the opposing minion takes 1 unpreventable environmental damage during the press step each round this combat (only effective if this strike was made at close range), and this hand strike is at +1 damage.",no,yes
100489,100489:COMBAT:qui,Dam the Heart's River,Combat,Combat,,,Quietus,,,,,qui,inferior,"Frenzy. Only usable before range is determined. A vampire can play only one Dam the Heart's River each combat.
This combat, each strike or damaging effect made against the opposing minion inflicts +1 damage.",no,yes
100489,100489:COMBAT:QUI,Dam the Heart's River,Combat,Combat,,,Quietus,,,,,QUI,superior,"Frenzy. Only usable before range is determined. A vampire can play only one Dam the Heart's River each combat.
This combat, each strike or damaging effect made against the opposing minion inflicts +1 damage, and this combat, strikes cost the opposing minion 1 additional blood or life, and they can choose not to strike.",no,yes
100490,100490:MASTER,"Damned, The",Master,Master,,,,1,,,,,none,"Unique master.
Put this card on a vampire with a capacity below 5. The vampire with this card burns 1 additional blood for each bleeding action he or she successfully performs (after resolving the action).",no,yes
102314,102314:ACTION,Dance of the Dead,Action,Action,,Death and the Soul,,,,,,,none,"+1 stealth action. Unique.
Put this card in play with 4 counters. Once each combat, you can burn 1 counter from this card to give a wraith or zombie ally you control 1 maneuver or press. If this card has no counters, burn it.",no,yes
102315,102315:COMBAT:obf,Dance with the Devil,Combat,Combat,,Caine,Obfuscate/Thaumaturgy,,,,,obf,inferior,"Maneuver, only usable to get to close range.",no,yes
102315,102315:COMBAT:tha,Dance with the Devil,Combat,Combat,,Caine,Obfuscate/Thaumaturgy,,,,,tha,inferior,"Maneuver, only usable to get to close range.",no,yes
102315,102315:COMBAT:OBF,Dance with the Devil,Combat,Combat,,Caine,Obfuscate/Thaumaturgy,,,,,OBF,superior,"Maneuver, only usable to get to close range, and once this round, this vampire can burn 1 blood to get 1 additional maneuver, only usable to get to close range.",no,yes
102315,102315:COMBAT:THA,Dance with the Devil,Combat,Combat,,Caine,Obfuscate/Thaumaturgy,,,,,THA,superior,"Maneuver, only usable to get to close range, and once this round, this vampire can burn 1 blood to get 1 additional maneuver, only usable to get to close range.",no,yes
100491,100491:MASTER,Danse Macabre,Master,Master,,,,,,,,,none,"Master.
Choose a ready Sabbat vampire you control. Once this turn, when the chosen Sabbat vampire performs a successful action, he or she may burn a blood to unlock after resolving that action.",no,yes
100492,100492:MODIFIER:for,Daring the Dawn,Action Modifier,Action Modifier,,,Fortitude,,,,,for,inferior,Vampires cannot block this action. This vampire takes 2 unpreventable environmental aggravated damage after action resolution.,no,yes
100492,100492:MODIFIER:FOR,Daring the Dawn,Action Modifier,Action Modifier,,,Fortitude,,,,,FOR,superior,"Vampires cannot block this action. This vampire takes 2 unpreventable environmental aggravated damage after action resolution, but this vampire takes 1 unpreventable environmental aggravated damage.",no,yes
100493,100493:MASTER,Dark Influences,Master,Master,,,,2,,,,,none,"Out-of-turn.
Cancel a minion card as it is played, its cost is not paid, and put this card in play. That card cannot be played again this turn. The next card played that would cancel another Methuselah's minion card as it is played is canceled, its cost is not paid, and this card is burned instead.",no,yes
100494,100494:ACTION,Dark Mirror of the Mind,Action,Action,,,,,,,,,none,"+1 stealth action. Requires a vampire with capacity 8 or more.
Gain 2 pool.",no,yes
100495,100495:COMBAT:obt+pot,Dark Steel,Combat,Combat,,,Obtenebration & Potence,,,,,obt+pot,inferior,"Only usable before range is determined. A vampire can play only one Dark Steel each combat.
The opposing minion takes 1 environmental damage each round of combat during normal strike resolution at close range. This vampire gets 1 optional maneuver this round, only usable to get to close range.",no,yes
100495,100495:COMBAT:OBT+POT,Dark Steel,Combat,Combat,,,Obtenebration & Potence,,,,,OBT+POT,superior,"Only usable before range is determined. A vampire can play only one Dark Steel each combat.
The opposing minion takes 2 environmental damage each round of combat during normal strike resolution at close range. This vampire gets 1 optional maneuver this round, only usable to get to close range",yes,yes
102235,102235:ALLY,Dark Web Procurer,Ally,Ally,Assamite,,,2,,,,,none,"Mortal with 1 life. 1 strength, 1 bleed.
Dark Web Procurer can search your library (shuffle afterward) for a non-unique equipment card costing 1 or fewer pool and equip with it as a +1 stealth action (requirements and cost apply as normal).",no,yes
100496,100496:COMBAT:obt,Darkling Trickery,Combat,Combat,,,Mytherceria/Obtenebration,,,,,obt,inferior,"Press, only usable to end combat.",no,yes
100496,100496:COMBAT:myt,Darkling Trickery,Combat,Combat,,,Mytherceria/Obtenebration,,,,,myt,inferior,Maneuver or press.,no,yes
100496,100496:COMBAT:MYT,Darkling Trickery,Combat,Combat,,,Mytherceria/Obtenebration,,,,,MYT,superior,Only usable if the opposing minion strikes with a weapon that inflicts ranged damage. That weapon inflicts no damage. The opposing minion takes 1R environmental damage during normal strike resolution.,no,yes
100497,100497:COMBAT:obt,Darkness Within,Combat,Combat,,,Obtenebration,,1,,,obt,inferior,"Only usable before range is determined. A vampire can play only one Darkness Within each combat.
Put this card in play. Move 1 blood or life from the opposing minion to this card even at long range each round this combat during normal strike resolution. After combat ends, move half the blood rounded up from this card to this vampire and burn this card.",no,yes
100497,100497:COMBAT:OBT,Darkness Within,Combat,Combat,,,Obtenebration,,1,,,OBT,superior,"Only usable before range is determined. A vampire can play only one Darkness Within each combat.
Put this card in play. Move 1 blood or life from the opposing minion to this card even at long range each round this combat during normal strike resolution. After combat ends, move half the blood rounded up from this card to this vampire and burn this card, with 1 optional maneuver.",no,yes
100498,100498:REACTION:obt,Darksight,Reaction,Reaction,,,Obtenebration,,1,,,obt,inferior,+1 intercept.,no,yes
100498,100498:REACTION:OBT,Darksight,Reaction,Reaction,,,Obtenebration,,1,,,OBT,superior,"+1 intercept, and if this vampire blocks, put this card on the acting minion. The attached minion gets -1 stealth when bleeding this reacting vampire's controller. Any minion can burn this card as a +1 stealth action.",no,yes
100499,100499:EQUIPMENT,"Dartmoor, England",Equipment,Equipment,,,,,2,,,,none,"This equipment card represents a location and does not count as equipment while in play. Unique.
The vampire with this location gets +1 stealth on any action requiring Animalism [ani] or Protean [pro].",no,yes
100500,100500:ALLY,Dauntain Black Magician,Ally,Ally,Malkavian antitribu,,,3,,,,,none,"Changeling with 4 life. 3 strength, 0 bleed.
Dauntain Black Magician can move a master discipline card from any vampire to a vampire you control as a (D) action. The Black Magician can burn himself and a Tremere antitribu controlled by your predator as a (D) action.",no,yes
100501,100501:MODIFIER:for,Dawn Operation,Action Modifier,Action Modifier,,,Fortitude,,,,,for,inferior,"If this action is blocked, all damage inflicted on vampires during the resulting combat is aggravated. If a vampire is currently attempting to block, they can cancel their block attempt.",no,yes
100501,100501:MODIFIER:FOR,Dawn Operation,Action Modifier,Action Modifier,,,Fortitude,,,,,FOR,superior,"If this action is blocked, all damage inflicted on vampires during the resulting combat is aggravated",yes,yes
100502,100502:MODIFIER:for,Day Operation,Action Modifier,Action Modifier,,,Fortitude,,1,,,for,inferior,Only usable as the action is announced. Vampires cannot block this action. The acting vampire goes to torpor after resolving the action.,no,yes
100502,100502:MODIFIER:FOR,Day Operation,Action Modifier,Action Modifier,,,Fortitude,,1,,,FOR,superior,"Only usable as the action is announced. Vampires cannot block this action. The acting vampire goes to torpor after resolving the action, but usable if a minion is attempting to block.",no,yes
100503,100503:COMBAT:nec,Dead Hand,Combat,Combat,,,Necromancy,,,,,nec,inferior,Strike: hand strike at +1 damage.,no,yes
100503,100503:COMBAT:NEC,Dead Hand,Combat,Combat,,,Necromancy,,,,,NEC,superior,"Strike: hand strike at +1 damage, and the damage from this strike cannot be prevented by cards requiring Fortitude [for].",no,yes
